entry_name	accession	gene_symbol	msa_file
MMAC_HUMAN	Q9Y4U1	MMACHC	MMAC_HUMAN_b01.a2m
MMAD_HUMAN	Q9H3L0	MMADHC	MMAD_HUMAN_b01.a2m
MMP13_HUMAN	P45452	MMP13	MMP13_HUMAN_b01.a2m
MMP14_HUMAN	P50281	MMP14	MMP14_HUMAN_b01.a2m
MMP20_HUMAN	O60882	MMP20	MMP20_HUMAN_b01.a2m
MMP21_HUMAN	Q8N119	MMP21	MMP21_HUMAN_b01.a2m
MMP23_HUMAN	O75900	MMP23B	MMP23_HUMAN_b03.a2m
MMP25_HUMAN	Q9NPA2	MMP25	MMP25_HUMAN_b03.a2m
MMP2_HUMAN	P08253	MMP2	MMP2_HUMAN_b03.a2m
MMP9_HUMAN	P14780	MMP9	MMP9_HUMAN_b03.a2m
MNX1_HUMAN	P50219	MNX1	MNX1_HUMAN_b03.a2m
MOC2A_HUMAN	O96033	MOCS2	MOC2A_HUMAN_b07.a2m
MOC2B_HUMAN	O96007	MOCS2	MOC2B_HUMAN_b05.a2m
MOCOS_HUMAN	Q96EN8	MOCOS	MOCOS_HUMAN_b01.a2m
MOCS1_HUMAN	Q9NZB8	MOCS1	MOCS1_HUMAN_b03.a2m
MOD5_HUMAN	Q9H3H1	TRIT1	MOD5_HUMAN_b01.a2m
MOGS_HUMAN	Q13724	MOGS	MOGS_HUMAN_b03.a2m
MOG_HUMAN	Q16653	MOG	MOG_HUMAN_b03.a2m
MORC2_HUMAN	Q9Y6X9	MORC2	MORC2_HUMAN_b10.a2m
MP2K1_HUMAN	Q02750	MAP2K1	MP2K1_HUMAN_b07.a2m
MP2K2_HUMAN	P36507	MAP2K2	MP2K2_HUMAN_b10.a2m
MPC1_HUMAN	Q9Y5U8	MPC1	MPC1_HUMAN_b03.a2m
MPI_HUMAN	P34949	MPI	MPI_HUMAN_b01.a2m
MPLKI_HUMAN	Q8TAP9	MPLKIP	MPLKI_HUMAN_b03.a2m
MPP3_HUMAN	Q13368	MPP3	MPP3_HUMAN_b03.a2m
MPP4_HUMAN	Q96JB8	MPP4	MPP4_HUMAN_b03.a2m
MPPA_HUMAN	Q10713	PMPCA	MPPA_HUMAN_b03.a2m
MPPB_HUMAN	O75439	PMPCB	MPPB_HUMAN_b03.a2m
MPU1_HUMAN	O75352	MPDU1	MPU1_HUMAN_b03.a2m
MPV17_HUMAN	P39210	MPV17	MPV17_HUMAN_b03.a2m
MRAP_HUMAN	Q8TCY5	MRAP	MRAP_HUMAN_b01.a2m
MRP2_HUMAN	Q92887	ABCC2	MRP2_HUMAN_b07.a2m
MRP6_HUMAN	O95255	ABCC6	MRP6_HUMAN_b07.a2m
MRPP3_HUMAN	O15091	PRORP	MRPP3_HUMAN_b03.a2m
MS3L1_HUMAN	Q8N5Y2	MSL3	MS3L1_HUMAN_b01.a2m
MSH2_HUMAN	P43246	MSH2	MSH2_HUMAN_b05.a2m
MSH5_HUMAN	O43196	MSH5	MSH5_HUMAN_b01.a2m
MSH6_HUMAN	P52701	MSH6	MSH6_HUMAN_b07.a2m
MSHR_HUMAN	Q01726	MC1R	MSHR_HUMAN_b03.a2m
MSMO1_HUMAN	Q15800	MSMO1	MSMO1_HUMAN_b03.a2m
MSRB3_HUMAN	Q8IXL7	MSRB3	MSRB3_HUMAN_b03.a2m
MSTO1_HUMAN	Q9BUK6	MSTO1	MSTO1_HUMAN_b03.a2m
MSX1_HUMAN	P28360	MSX1	MSX1_HUMAN_b03.a2m
MSX2_HUMAN	P35548	MSX2	MSX2_HUMAN_b03.a2m
MT2_HUMAN	P02795	MT2A	MT2_HUMAN_b03.a2m
MTA3_HUMAN	Q9BTC8	MTA3	MTA3_HUMAN_b01.a2m
MTCH1_HUMAN	Q9NZJ7	MTCH1	MTCH1_HUMAN_b03.a2m
MTG8_HUMAN	Q06455	RUNX1T1	MTG8_HUMAN_b01.a2m
MTHFS_HUMAN	P49914	MTHFS	MTHFS_HUMAN_b03.a2m
MTHR_HUMAN	P42898	MTHFR	MTHR_HUMAN_b01.a2m
MTM1_HUMAN	Q13496	MTM1	MTM1_HUMAN_b01.a2m
MTMR2_HUMAN	Q13614	MTMR2	MTMR2_HUMAN_b01.a2m
MTMR5_HUMAN	O95248	SBF1	MTMR5_HUMAN_b01.a2m
MTMRD_HUMAN	Q86WG5	SBF2	MTMRD_HUMAN_b01.a2m
MTMRE_HUMAN	Q8NCE2	MTMR14	MTMRE_HUMAN_b03.a2m
MTNA_HUMAN	Q9BV20	MRI1	MTNA_HUMAN_b01.a2m
MTO1_HUMAN	Q9Y2Z2	MTO1	MTO1_HUMAN_b01.a2m
MTOR_HUMAN	P42345	MTOR	MTOR_HUMAN_b01.a2m
MTP_HUMAN	P55157	MTTP	MTP_HUMAN_b03.a2m
MTRR_HUMAN	Q9UBK8	MTRR	MTRR_HUMAN_b01.a2m
MTSS2_HUMAN	Q765P7	MTSS2	MTSS2_HUMAN_b01.a2m
MTU1_HUMAN	O75648	TRMU	MTU1_HUMAN_b10.a2m
MTX2_HUMAN	O75431	MTX2	MTX2_HUMAN_b03.a2m
MUSK_HUMAN	O15146	MUSK	MUSK_HUMAN_b03.a2m
MUTA_HUMAN	P22033	MMUT	MUTA_HUMAN_b03.a2m
MUTYH_HUMAN	Q9UIF7	MUTYH	MUTYH_HUMAN_b10.a2m
MVD1_HUMAN	P53602	MVD	MVD1_HUMAN_b03.a2m
MXI1_HUMAN	P50539	MXI1	MXI1_HUMAN_b03.a2m
MXRA8_HUMAN	Q9BRK3	MXRA8	MXRA8_HUMAN_b03.a2m
MYCD_HUMAN	Q8IZQ8	MYOCD	MYCD_HUMAN_b03.a2m
MYCN_HUMAN	P04198	MYCN	MYCN_HUMAN_b03.a2m
MYC_HUMAN	P01106	MYC	MYC_HUMAN_b03.a2m
MYD88_HUMAN	Q99836	MYD88	MYD88_HUMAN_b01.a2m
MYF5_HUMAN	P13349	MYF5	MYF5_HUMAN_b01.a2m
MYF6_HUMAN	P23409	MYF6	MYF6_HUMAN_b01.a2m
MYG_HUMAN	P02144	MB	MYG_HUMAN_b03.a2m
MYH10_HUMAN	P35580	MYH10	MYH10_HUMAN_b05.a2m
MYH11_HUMAN	P35749	MYH11	MYH11_HUMAN_b05.a2m
MYH14_HUMAN	Q7Z406	MYH14	MYH14_HUMAN_b05.a2m
MYH2_HUMAN	Q9UKX2	MYH2	MYH2_HUMAN_b07.a2m
MYH3_HUMAN	P11055	MYH3	MYH3_HUMAN_b05.a2m
MYH6_HUMAN	P13533	MYH6	MYH6_HUMAN_b07.a2m
MYH7_HUMAN	P12883	MYH7	MYH7_HUMAN_b05.a2m
MYH8_HUMAN	P13535	MYH8	MYH8_HUMAN_b05.a2m
MYH9_HUMAN	P35579	MYH9	MYH9_HUMAN_b07.a2m
MYL1_HUMAN	P05976	MYL1	MYL1_HUMAN_b03.a2m
MYL3_HUMAN	P08590	MYL3	MYL3_HUMAN_b10.a2m
MYL4_HUMAN	P12829	MYL4	MYL4_HUMAN_b03.a2m
MYLK2_HUMAN	Q9H1R3	MYLK2	MYLK2_HUMAN_b07.a2m
MYLK_HUMAN	Q15746	MYLK	MYLK_HUMAN_b10.a2m
MYMK_HUMAN	A6NI61	MYMK	MYMK_HUMAN_b03.a2m
MYO15_HUMAN	Q9UKN7	MYO15A	MYO15_HUMAN_b10.a2m
MYO16_HUMAN	Q9Y6X6	MYO16	MYO16_HUMAN_b03.a2m
MYO1E_HUMAN	Q12965	MYO1E	MYO1E_HUMAN_b10.a2m
MYO3A_HUMAN	Q8NEV4	MYO3A	MYO3A_HUMAN_b03.a2m
MYO5B_HUMAN	Q9ULV0	MYO5B	MYO5B_HUMAN_b10.a2m
MYO6_HUMAN	Q9UM54	MYO6	MYO6_HUMAN_b07.a2m
MYO7A_HUMAN	Q13402	MYO7A	MYO7A_HUMAN_b05.a2m
MYOM1_HUMAN	P52179	MYOM1	MYOM1_HUMAN_b10.a2m
MYORG_HUMAN	Q6NSJ0	MYORG	MYORG_HUMAN_b01.a2m
MYOTI_HUMAN	Q9UBF9	MYOT	MYOTI_HUMAN_b03.a2m
MYOZ2_HUMAN	Q9NPC6	MYOZ2	MYOZ2_HUMAN_b01.a2m
MYP0_HUMAN	P25189	MPZ	MYP0_HUMAN_b03.a2m
MYP2_HUMAN	P02689	PMP2	MYP2_HUMAN_b03.a2m
MYPC1_HUMAN	Q00872	MYBPC1	MYPC1_HUMAN_b05.a2m
MYPC3_HUMAN	Q14896	MYBPC3	MYPC3_HUMAN_b03.a2m
MYPR_HUMAN	P60201	PLP1	MYPR_HUMAN_b01.a2m
MYRF_HUMAN	Q9Y2G1	MYRF	MYRF_HUMAN_b07.a2m
MYSM1_HUMAN	Q5VVJ2	MYSM1	MYSM1_HUMAN_b01.a2m
MYT1L_HUMAN	Q9UL68	MYT1L	MYT1L_HUMAN_b10.a2m
NAA10_HUMAN	P41227	NAA10	NAA10_HUMAN_b03.a2m
NACC1_HUMAN	Q96RE7	NACC1	NACC1_HUMAN_b03.a2m
NADE_HUMAN	Q6IA69	NADSYN1	NADE_HUMAN_b03.a2m
NAGAB_HUMAN	P17050	NAGA	NAGAB_HUMAN_b03.a2m
NAGS_HUMAN	Q8N159	NAGS	NAGS_HUMAN_b01.a2m
NAKD2_HUMAN	Q4G0N4	NADK2	NAKD2_HUMAN_b03.a2m
NALCN_HUMAN	Q8IZF0	NALCN	NALCN_HUMAN_b03.a2m
NALP7_HUMAN	Q8WX94	NLRP7	NALP7_HUMAN_b03.a2m
NAT8_HUMAN	Q9UHE5	NAT8	NAT8_HUMAN_b03.a2m
NB5R3_HUMAN	P00387	CYB5R3	NB5R3_HUMAN_b03.a2m
NBAS_HUMAN	A2RRP1	NBAS	NBAS_HUMAN_b01.a2m
NBEA_HUMAN	Q8NFP9	NBEA	NBEA_HUMAN_b01.a2m
NBEL2_HUMAN	Q6ZNJ1	NBEAL2	NBEL2_HUMAN_b01.a2m
NCF1_HUMAN	P14598	NCF1	NCF1_HUMAN_b03.a2m
NCF2_HUMAN	P19878	NCF2	NCF2_HUMAN_b03.a2m
NCF4_HUMAN	Q15080	NCF4	NCF4_HUMAN_b03.a2m
NCKX5_HUMAN	Q71RS6	SLC24A5	NCKX5_HUMAN_b05.a2m
NCPR_HUMAN	P16435	POR	NCPR_HUMAN_b03.a2m
NCYM_HUMAN	P40205	MYCNOS	NCYM_HUMAN_b03.a2m
NDE1_HUMAN	Q9NXR1	NDE1	NDE1_HUMAN_b01.a2m
NDF1_HUMAN	Q13562	NEUROD1	NDF1_HUMAN_b03.a2m
NDF2_HUMAN	Q15784	NEUROD2	NDF2_HUMAN_b03.a2m
NDP_HUMAN	Q00604	NDP	NDP_HUMAN_b03.a2m
NDRG1_HUMAN	Q92597	NDRG1	NDRG1_HUMAN_b03.a2m
NDST1_HUMAN	P52848	NDST1	NDST1_HUMAN_b01.a2m
NDUA1_HUMAN	O15239	NDUFA1	NDUA1_HUMAN_b03.a2m
NDUA2_HUMAN	O43678	NDUFA2	NDUA2_HUMAN_b03.a2m
NDUA6_HUMAN	P56556	NDUFA6	NDUA6_HUMAN_b03.a2m
NDUAA_HUMAN	O95299	NDUFA10	NDUAA_HUMAN_b01.a2m
NDUAB_HUMAN	Q86Y39	NDUFA11	NDUAB_HUMAN_b03.a2m
NDUAD_HUMAN	Q9P0J0	NDUFA13	NDUAD_HUMAN_b03.a2m
NDUB3_HUMAN	O43676	NDUFB3	NDUB3_HUMAN_b03.a2m
NDUB8_HUMAN	O95169	NDUFB8	NDUB8_HUMAN_b03.a2m
NDUB9_HUMAN	Q9Y6M9	NDUFB9	NDUB9_HUMAN_b01.a2m
NDUBB_HUMAN	Q9NX14	NDUFB11	NDUBB_HUMAN_b03.a2m
NDUF2_HUMAN	Q8N183	NDUFAF2	NDUF2_HUMAN_b01.a2m
NDUF3_HUMAN	Q9BU61	NDUFAF3	NDUF3_HUMAN_b03.a2m
NDUF4_HUMAN	Q9P032	NDUFAF4	NDUF4_HUMAN_b03.a2m
NDUF5_HUMAN	Q5TEU4	NDUFAF5	NDUF5_HUMAN_b03.a2m
NDUF6_HUMAN	Q330K2	NDUFAF6	NDUF6_HUMAN_b01.a2m
NDUF7_HUMAN	Q7L592	NDUFAF7	NDUF7_HUMAN_b01.a2m
NDUF8_HUMAN	A1L188	NDUFAF8	NDUF8_HUMAN_b03.a2m
NDUS1_HUMAN	P28331	NDUFS1	NDUS1_HUMAN_b03.a2m
NDUS2_HUMAN	O75306	NDUFS2	NDUS2_HUMAN_b03.a2m
NDUS3_HUMAN	O75489	NDUFS3	NDUS3_HUMAN_b03.a2m
NDUS4_HUMAN	O43181	NDUFS4	NDUS4_HUMAN_b01.a2m
NDUS6_HUMAN	O75380	NDUFS6	NDUS6_HUMAN_b03.a2m
NDUS7_HUMAN	O75251	NDUFS7	NDUS7_HUMAN_b03.a2m
NDUS8_HUMAN	O00217	NDUFS8	NDUS8_HUMAN_b03.a2m
NDUV1_HUMAN	P49821	NDUFV1	NDUV1_HUMAN_b01.a2m
NDUV2_HUMAN	P19404	NDUFV2	NDUV2_HUMAN_b01.a2m
NECT3_HUMAN	Q9NQS3	NECTIN3	NECT3_HUMAN_b03.a2m
NECT4_HUMAN	Q96NY8	NECTIN4	NECT4_HUMAN_b03.a2m
NED4L_HUMAN	Q96PU5	NEDD4L	NED4L_HUMAN_b07.a2m
NEK1_HUMAN	Q96PY6	NEK1	NEK1_HUMAN_b05.a2m
NEK9_HUMAN	Q8TD19	NEK9	NEK9_HUMAN_b03.a2m
NEMO_HUMAN	Q9Y6K9	IKBKG	NEMO_HUMAN_b03.a2m
NEP1_HUMAN	Q92979	EMG1	NEP1_HUMAN_b03.a2m
NEPRO_HUMAN	Q6NW34	NEPRO	NEPRO_HUMAN_b01.a2m
NEP_HUMAN	P08473	MME	NEP_HUMAN_b03.a2m
NET1_HUMAN	O95631	NTN1	NET1_HUMAN_b03.a2m
NEU2_HUMAN	P01185	AVP	NEU2_HUMAN_b01.a2m
NEUR1_HUMAN	Q99519	NEU1	NEUR1_HUMAN_b03.a2m
NEUS_HUMAN	Q99574	SERPINI1	NEUS_HUMAN_b01.a2m
NEXN_HUMAN	Q0ZGT2	NEXN	NEXN_HUMAN_b03.a2m
NF1_HUMAN	P21359	NF1	NF1_HUMAN_b01.a2m
NF2L2_HUMAN	Q16236	NFE2L2	NF2L2_HUMAN_b03.a2m
NFIA_HUMAN	Q12857	NFIA	NFIA_HUMAN_b01.a2m
NFIB_HUMAN	O00712	NFIB	NFIB_HUMAN_b03.a2m
NFIX_HUMAN	Q14938	NFIX	NFIX_HUMAN_b01.a2m
NFKB1_HUMAN	P19838	NFKB1	NFKB1_HUMAN_b03.a2m
NFKB2_HUMAN	Q00653	NFKB2	NFKB2_HUMAN_b05.a2m
NFL_HUMAN	P07196	NEFL	NFL_HUMAN_b03.a2m
NFU1_HUMAN	Q9UMS0	NFU1	NFU1_HUMAN_b01.a2m
NGF_HUMAN	P01138	NGF	NGF_HUMAN_b01.a2m
NGLY1_HUMAN	Q96IV0	NGLY1	NGLY1_HUMAN_b01.a2m
NGN3_HUMAN	Q9Y4Z2	NEUROG3	NGN3_HUMAN_b01.a2m
NHEJ1_HUMAN	Q9H9Q4	NHEJ1	NHEJ1_HUMAN_b03.a2m
NHLC1_HUMAN	Q6VVB1	NHLRC1	NHLC1_HUMAN_b03.a2m
NHLC2_HUMAN	Q8NBF2	NHLRC2	NHLC2_HUMAN_b01.a2m
NHS_HUMAN	Q6T4R5	NHS	NHS_HUMAN_b03.a2m
NICA_HUMAN	Q92542	NCSTN	NICA_HUMAN_b03.a2m
NID1_HUMAN	P14543	NID1	NID1_HUMAN_b10.a2m
NIPA1_HUMAN	Q7RTP0	NIPA1	NIPA1_HUMAN_b03.a2m
NIPA2_HUMAN	Q8N8Q9	NIPA2	NIPA2_HUMAN_b03.a2m
NIPA4_HUMAN	Q0D2K0	NIPAL4	NIPA4_HUMAN_b03.a2m
NIPBL_HUMAN	Q6KC79	NIPBL	NIPBL_HUMAN_b10.a2m
NK3R_HUMAN	P29371	TACR3	NK3R_HUMAN_b03.a2m
NKAP_HUMAN	Q8N5F7	NKAP	NKAP_HUMAN_b01.a2m
NKX21_HUMAN	P43699	NKX2-1	NKX21_HUMAN_b03.a2m
NKX25_HUMAN	P52952	NKX2-5	NKX25_HUMAN_b03.a2m
NKX26_HUMAN	A6NCS4	NKX2-6	NKX26_HUMAN_b03.a2m
NKX32_HUMAN	P78367	NKX3-2	NKX32_HUMAN_b03.a2m
NKX62_HUMAN	Q9C056	NKX6-2	NKX62_HUMAN_b03.a2m
NLGN3_HUMAN	Q9NZ94	NLGN3	NLGN3_HUMAN_b01.a2m
NLGNX_HUMAN	Q8N0W4	NLGN4X	NLGNX_HUMAN_b01.a2m
NLRC4_HUMAN	Q9NPP4	NLRC4	NLRC4_HUMAN_b03.a2m
NLRP1_HUMAN	Q9C000	NLRP1	NLRP1_HUMAN_b07.a2m
NLRP3_HUMAN	Q96P20	NLRP3	NLRP3_HUMAN_b07.a2m
NLS1_HUMAN	Q8NA29	MFSD2A	NLS1_HUMAN_b03.a2m
NMDE1_HUMAN	Q12879	GRIN2A	NMDE1_HUMAN_b03.a2m
NMDE2_HUMAN	Q13224	GRIN2B	NMDE2_HUMAN_b03.a2m
NMDZ1_HUMAN	Q05586	GRIN1	NMDZ1_HUMAN_b03.a2m
NMNA1_HUMAN	Q9HAN9	NMNAT1	NMNA1_HUMAN_b01.a2m
NMNA2_HUMAN	Q9BZQ4	NMNAT2	NMNA2_HUMAN_b01.a2m
NNRD_HUMAN	Q8IW45	NAXD	NNRD_HUMAN_b01.a2m
NNRE_HUMAN	Q8NCW5	NAXE	NNRE_HUMAN_b03.a2m
NOBOX_HUMAN	O60393	NOBOX	NOBOX_HUMAN_b03.a2m
NOD2_HUMAN	Q9HC29	NOD2	NOD2_HUMAN_b05.a2m
NODAL_HUMAN	Q96S42	NODAL	NODAL_HUMAN_b01.a2m
NOGG_HUMAN	Q13253	NOG	NOGG_HUMAN_b01.a2m
NOL3_HUMAN	O60936	NOL3	NOL3_HUMAN_b03.a2m
NONO_HUMAN	Q15233	NONO	NONO_HUMAN_b03.a2m
NOP10_HUMAN	Q9NPE3	NOP10	NOP10_HUMAN_b03.a2m
NOTC1_HUMAN	P46531	NOTCH1	NOTC1_HUMAN_b01.a2m
NOTC2_HUMAN	Q04721	NOTCH2	NOTC2_HUMAN_b03.a2m
NOTC3_HUMAN	Q9UM47	NOTCH3	NOTC3_HUMAN_b03.a2m
NPAS2_HUMAN	Q99743	NPAS2	NPAS2_HUMAN_b01.a2m
NPC1_HUMAN	O15118	NPC1	NPC1_HUMAN_b05.a2m
NPC2_HUMAN	P61916	NPC2	NPC2_HUMAN_b03.a2m
NPHN_HUMAN	O60500	NPHS1	NPHN_HUMAN_b03.a2m
NPHP1_HUMAN	O15259	NPHP1	NPHP1_HUMAN_b03.a2m
NPHP3_HUMAN	Q7Z494	NPHP3	NPHP3_HUMAN_b03.a2m
NPHP4_HUMAN	O75161	NPHP4	NPHP4_HUMAN_b01.a2m
NPRL2_HUMAN	Q8WTW4	NPRL2	NPRL2_HUMAN_b01.a2m
NPRL3_HUMAN	Q12980	NPRL3	NPRL3_HUMAN_b01.a2m
NPT2A_HUMAN	Q06495	SLC34A1	NPT2A_HUMAN_b03.a2m
NPT2B_HUMAN	O95436	SLC34A2	NPT2B_HUMAN_b01.a2m
NPT2C_HUMAN	Q8N130	SLC34A3	NPT2C_HUMAN_b03.a2m
NR0B1_HUMAN	P51843	NR0B1	NR0B1_HUMAN_b01.a2m
NR0B2_HUMAN	Q15466	NR0B2	NR0B2_HUMAN_b01.a2m
NR1H3_HUMAN	Q13133	NR1H3	NR1H3_HUMAN_b03.a2m
NR2E3_HUMAN	Q9Y5X4	NR2E3	NR2E3_HUMAN_b01.a2m
NRAM2_HUMAN	P49281	SLC11A2	NRAM2_HUMAN_b03.a2m
NRL_HUMAN	P54845	NRL	NRL_HUMAN_b03.a2m
NRX1B_HUMAN	P58400	NRXN1	NRX1B_HUMAN_b01.a2m
NRX3B_HUMAN	Q9HDB5	NRXN3	NRX3B_HUMAN_b01.a2m
NSD1_HUMAN	Q96L73	NSD1	NSD1_HUMAN_b01.a2m
NSD2_HUMAN	O96028	NSD2	NSD2_HUMAN_b03.a2m
NSE3_HUMAN	Q96MG7	NSMCE3	NSE3_HUMAN_b03.a2m
NSMA3_HUMAN	Q9NXE4	SMPD4	NSMA3_HUMAN_b01.a2m
NSMF_HUMAN	Q6X4W1	NSMF	NSMF_HUMAN_b01.a2m
NSUN2_HUMAN	Q08J23	NSUN2	NSUN2_HUMAN_b01.a2m
NT5D1_HUMAN	Q5TFE4	NT5DC1	NT5D1_HUMAN_b01.a2m
NTCP2_HUMAN	Q12908	SLC10A2	NTCP2_HUMAN_b03.a2m
NTCP7_HUMAN	Q0GE19	SLC10A7	NTCP7_HUMAN_b01.a2m
NTF4_HUMAN	P34130	NTF4	NTF4_HUMAN_b03.a2m
NTH_HUMAN	P78549	NTHL1	NTH_HUMAN_b01.a2m
NTNG2_HUMAN	Q96CW9	NTNG2	NTNG2_HUMAN_b03.a2m
NTRK1_HUMAN	P04629	NTRK1	NTRK1_HUMAN_b07.a2m
NU107_HUMAN	P57740	NUP107	NU107_HUMAN_b01.a2m
NU205_HUMAN	Q92621	NUP205	NU205_HUMAN_b01.a2m
NUBPL_HUMAN	Q8TB37	NUBPL	NUBPL_HUMAN_b03.a2m
NUP85_HUMAN	Q9BW27	NUP85	NUP85_HUMAN_b03.a2m
NUP88_HUMAN	Q99567	NUP88	NUP88_HUMAN_b03.a2m
NUP93_HUMAN	Q8N1F7	NUP93	NUP93_HUMAN_b01.a2m
NYX_HUMAN	Q9GZU5	NYX	NYX_HUMAN_b03.a2m
OAT_HUMAN	P04181	OAT	OAT_HUMAN_b05.a2m
OBRG_HUMAN	O15243	LEPROT	OBRG_HUMAN_b07.a2m
OCRL_HUMAN	Q01968	OCRL	OCRL_HUMAN_b01.a2m
ODAPH_HUMAN	Q17RF5	ODAPH	ODAPH_HUMAN_b03.a2m
ODB2_HUMAN	P11182	DBT	ODB2_HUMAN_b03.a2m
ODBA_HUMAN	P12694	BCKDHA	ODBA_HUMAN_b01.a2m
ODBB_HUMAN	P21953	BCKDHB	ODBB_HUMAN_b01.a2m
ODC_HUMAN	Q9BQT8	SLC25A21	ODC_HUMAN_b03.a2m
ODO2_HUMAN	P36957	DLST	ODO2_HUMAN_b01.a2m
ODP2_HUMAN	P10515	DLAT	ODP2_HUMAN_b03.a2m
ODPAT_HUMAN	P29803	PDHA2	ODPAT_HUMAN_b03.a2m
ODPA_HUMAN	P08559	PDHA1	ODPA_HUMAN_b03.a2m
ODPB_HUMAN	P11177	PDHB	ODPB_HUMAN_b03.a2m
ODPX_HUMAN	O00330	PDHX	ODPX_HUMAN_b03.a2m
OFD1_HUMAN	O75665	OFD1	OFD1_HUMAN_b05.a2m
OGDHL_HUMAN	Q9ULD0	OGDHL	OGDHL_HUMAN_b10.a2m
OGG1_HUMAN	O15527	OGG1	OGG1_HUMAN_b03.a2m
OGT1_HUMAN	O15294	OGT	OGT1_HUMAN_b05.a2m
OPA1_HUMAN	O60313	OPA1	OPA1_HUMAN_b01.a2m
OPA3_HUMAN	Q9H6K4	OPA3	OPA3_HUMAN_b03.a2m
OPSD_HUMAN	P08100	RHO	OPSD_HUMAN_b07.a2m
OPSR_HUMAN	P04000	OPN1LW	OPSR_HUMAN_b07.a2m
OPTN_HUMAN	Q96CV9	OPTN	OPTN_HUMAN_b03.a2m
ORC1_HUMAN	Q13415	ORC1	ORC1_HUMAN_b05.a2m
ORC4_HUMAN	O43929	ORC4	ORC4_HUMAN_b01.a2m
ORC6_HUMAN	Q9Y5N6	ORC6	ORC6_HUMAN_b03.a2m
OREX_HUMAN	O43612	HCRT	OREX_HUMAN_b03.a2m
ORNT1_HUMAN	Q9Y619	SLC25A15	ORNT1_HUMAN_b07.a2m
OSGEP_HUMAN	Q9NPF4	OSGEP	OSGEP_HUMAN_b03.a2m
OSMR_HUMAN	Q99650	OSMR	OSMR_HUMAN_b03.a2m
OST48_HUMAN	P39656	DDOST	OST48_HUMAN_b01.a2m
OSTM1_HUMAN	Q86WC4	OSTM1	OSTM1_HUMAN_b03.a2m
OTC_HUMAN	P00480	OTC	OTC_HUMAN_b10.a2m
OTOF_HUMAN	Q9HC10	OTOF	OTOF_HUMAN_b10.a2m
OTU6B_HUMAN	Q8N6M0	OTUD6B	OTU6B_HUMAN_b01.a2m
OTUL_HUMAN	Q96BN8	OTULIN	OTUL_HUMAN_b01.a2m
OXA1L_HUMAN	Q15070	OXA1L	OXA1L_HUMAN_b01.a2m
P2R3C_HUMAN	Q969Q6	PPP2R3C	P2R3C_HUMAN_b01.a2m
P2RX2_HUMAN	Q9UBL9	P2RX2	P2RX2_HUMAN_b01.a2m
P2RX7_HUMAN	Q99572	P2RX7	P2RX7_HUMAN_b03.a2m
P3H1_HUMAN	Q32P28	P3H1	P3H1_HUMAN_b03.a2m
P3H2_HUMAN	Q8IVL5	P3H2	P3H2_HUMAN_b03.a2m
P4HA2_HUMAN	O15460	P4HA2	P4HA2_HUMAN_b03.a2m
P4HTM_HUMAN	Q9NXG6	P4HTM	P4HTM_HUMAN_b03.a2m
P53_HUMAN	P04637	TP53	P53_HUMAN_b01.a2m
P5CR1_HUMAN	P32322	PYCR1	P5CR1_HUMAN_b03.a2m
P5CR2_HUMAN	Q96C36	PYCR2	P5CR2_HUMAN_b07.a2m
P5CS_HUMAN	P54886	ALDH18A1	P5CS_HUMAN_b03.a2m
P63_HUMAN	Q9H3D4	TP63	P63_HUMAN_b01.a2m
P66B_HUMAN	Q8WXI9	GATAD2B	P66B_HUMAN_b03.a2m
P85A_HUMAN	P27986	PIK3R1	P85A_HUMAN_b03.a2m
P85B_HUMAN	O00459	PIK3R2	P85B_HUMAN_b03.a2m
PA24A_HUMAN	P47712	PLA2G4A	PA24A_HUMAN_b03.a2m
PABP2_HUMAN	Q86U42	PABPN1	PABP2_HUMAN_b03.a2m
PACRG_HUMAN	Q96M98	PACRG	PACRG_HUMAN_b01.a2m
PACS1_HUMAN	Q6VY07	PACS1	PACS1_HUMAN_b01.a2m
PACS2_HUMAN	Q86VP3	PACS2	PACS2_HUMAN_b01.a2m
PADI3_HUMAN	Q9ULW8	PADI3	PADI3_HUMAN_b01.a2m
PADI6_HUMAN	Q6TGC4	PADI6	PADI6_HUMAN_b01.a2m
PAFA_HUMAN	Q13093	PLA2G7	PAFA_HUMAN_b03.a2m
PAHO_HUMAN	P01298	PPY	PAHO_HUMAN_b03.a2m
PAHX_HUMAN	O14832	PHYH	PAHX_HUMAN_b03.a2m
PALB2_HUMAN	Q86YC2	PALB2	PALB2_HUMAN_b01.a2m
PANK2_HUMAN	Q9BZ23	PANK2	PANK2_HUMAN_b03.a2m
PANX1_HUMAN	Q96RD7	PANX1	PANX1_HUMAN_b03.a2m
PAPD1_HUMAN	Q9NVV4	MTPAP	PAPD1_HUMAN_b01.a2m
PAPS2_HUMAN	O95340	PAPSS2	PAPS2_HUMAN_b03.a2m
PARK7_HUMAN	Q99497	PARK7	PARK7_HUMAN_b10.a2m
PARN_HUMAN	O95453	PARN	PARN_HUMAN_b03.a2m
PATL2_HUMAN	C9JE40	PATL2	PATL2_HUMAN_b03.a2m
PAX1_HUMAN	P15863	PAX1	PAX1_HUMAN_b01.a2m
PAX2_HUMAN	Q02962	PAX2	PAX2_HUMAN_b03.a2m
PAX3_HUMAN	P23760	PAX3	PAX3_HUMAN_b03.a2m
